                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.66973,                 1.0928,                0.52601,                  1.035,                0.94295,                0.90115,                0.91552,                0.78135,                0.80559,                0.75689,                0.68753,                0.53552,                0.59598,                 1.2363,                0.50349,                0.88155,             0.00058175,             0.00058175,             0.00058175
                    110,                0.65501,                 1.0492,                0.51707,                 1.0317,                0.95615,                0.89605,                 0.9202,                0.78557,                0.81696,                0.76451,                0.69262,                 0.5354,                0.61975,                 1.3731,                0.49251,                0.88756,             0.00057556,             0.00057556,             0.00057556
                    111,                0.67216,                 1.0504,                0.51874,                 1.0426,                0.95188,                 0.9004,                0.91817,                0.78611,                0.81828,                0.76306,                0.69764,                0.54781,                0.61554,                 1.2727,                0.49747,                0.88769,             0.00056938,             0.00056938,             0.00056938
                    112,                0.67207,                 1.0814,                0.52388,                 1.0398,                 0.9442,                 0.8881,                0.91793,                0.78069,                0.78752,                0.75229,                 0.6935,                0.53684,                0.63382,                 1.2013,                0.49605,                0.88313,             0.00056319,             0.00056319,             0.00056319
                    113,                  0.669,                 1.0636,                0.53031,                 1.0451,                0.94403,                0.89773,                0.92074,                0.78183,                0.81038,                0.77088,                0.71149,                0.54974,                0.65303,                 1.3338,                0.49429,                0.90528,               0.000557,               0.000557,               0.000557
                    114,                0.66313,                 1.0549,                0.51192,                 1.0379,                0.93522,                0.89642,                0.91705,                0.78698,                0.80365,                0.77125,                0.69821,                0.53843,                0.60989,                 1.2365,                0.48956,                0.89169,             0.00055081,             0.00055081,             0.00055081
                    115,                0.66728,                  1.067,                0.51776,                 1.0373,                0.93049,                0.88334,                0.91181,                0.77636,                0.79021,                0.74661,                0.69183,                0.53903,                0.61856,                  1.232,                0.49232,                0.88013,             0.00054463,             0.00054463,             0.00054463
                    116,                0.66381,                 1.0546,                0.51524,                 1.0384,                 0.9551,                0.90374,                0.92406,                0.78635,                  0.827,                  0.764,                0.71035,                0.53965,                0.60027,                 1.1885,                0.48047,                0.88654,             0.00053844,             0.00053844,             0.00053844
                    117,                0.66311,                  1.072,                0.51735,                 1.0386,                0.94827,                0.90063,                0.92055,                0.78792,                0.81338,                0.76621,                0.70199,                0.54262,                 0.5796,                 1.1615,                0.48717,                0.86949,             0.00053225,             0.00053225,             0.00053225
                    118,                 0.6494,                 1.0578,                0.51215,                 1.0297,                0.95875,                0.89265,                 0.9196,                0.78367,                0.81268,                0.75526,                0.68952,                0.53159,                0.61575,                 1.2889,                 0.5084,                0.88424,             0.00052606,             0.00052606,             0.00052606
                    119,                0.66823,                 1.0722,                 0.5227,                 1.0382,                0.94413,                0.90316,                 0.9217,                0.79529,                0.81654,                0.77558,                0.70635,                0.54601,                0.58721,                 1.2194,                0.47044,                0.87387,             0.00051988,             0.00051988,             0.00051988
                    120,                0.66374,                 1.0853,                0.51048,                 1.0374,                0.95805,                0.89082,                0.91879,                0.78405,                 0.8274,                 0.7613,                 0.7045,                0.54355,                0.61361,                 1.2956,                0.47883,                0.86906,             0.00051369,             0.00051369,             0.00051369
                    121,                0.65778,                 1.0539,                0.51438,                 1.0351,                0.96486,                 0.8938,                0.92341,                0.79829,                0.83089,                0.76498,                0.71249,                 0.5531,                0.59046,                 1.1952,                0.47266,                0.87115,              0.0005075,              0.0005075,              0.0005075
                    122,                0.65581,                 1.0358,                0.50939,                  1.032,                0.95875,                0.90312,                0.92063,                0.77782,                0.81103,                 0.7538,                0.68426,                0.52472,                0.62054,                 1.1979,                0.47126,                0.87924,             0.00050131,             0.00050131,             0.00050131
                    123,                0.66641,                 1.0597,                0.52537,                 1.0403,                 0.9536,                0.89979,                0.91965,                0.79538,                  0.828,                0.76842,                0.70452,                0.54926,                0.57849,                 1.1721,                0.46623,                0.87405,             0.00049513,             0.00049513,             0.00049513
                    124,                0.65582,                 1.0465,                0.51252,                  1.031,                0.95908,                0.89157,                0.92111,                0.78768,                0.82934,                0.76264,                0.70298,                0.54291,                0.59538,                 1.3245,                0.47585,                0.87086,             0.00048894,             0.00048894,             0.00048894
                    125,                0.64741,                 1.0295,                0.50229,                 1.0292,                0.94758,                0.90434,                0.92006,                0.79265,                0.80978,                0.75951,                0.70235,                 0.5477,                0.58778,                   1.26,                0.46678,                0.87885,             0.00048275,             0.00048275,             0.00048275
                    126,                0.65127,                 1.0214,                0.50999,                 1.0287,                0.94605,                0.89168,                0.92212,                0.79712,                0.80472,                0.75536,                0.70681,                0.54493,                0.56032,                 1.2268,                0.46285,                0.86984,             0.00047656,             0.00047656,             0.00047656
                    127,                0.63451,                 1.0293,                0.50362,                 1.0182,                0.93944,                0.90119,                0.92394,                0.80345,                0.81433,                0.76175,                0.71919,                0.55722,                0.54792,                 1.1146,                0.44745,                0.86394,             0.00047038,             0.00047038,             0.00047038
                    128,                0.64848,                 1.0434,                0.51135,                 1.0313,                0.95175,                0.89269,                0.92139,                0.78914,                0.81762,                0.76166,                0.70053,                  0.533,                0.59626,                 1.2761,                0.47352,                0.87202,             0.00046419,             0.00046419,             0.00046419
                    129,                0.63368,                 1.0249,                0.49756,                 1.0184,                0.95316,                0.90071,                0.91951,                0.77965,                0.81039,                0.75149,                0.70535,                0.54086,                0.60188,                 1.3217,                 0.4763,                0.87001,               0.000458,               0.000458,               0.000458
                    130,                 0.6444,                 1.0183,                0.50387,                 1.0224,                0.95586,                0.89947,                0.91992,                 0.7896,                0.82597,                0.77289,                0.71093,                 0.5475,                 0.5771,                 1.1709,                 0.4653,                0.87021,             0.00045181,             0.00045181,             0.00045181
                    131,                0.63785,                 1.0396,                0.50329,                  1.017,                0.96525,                0.89666,                0.92334,                0.78005,                0.80924,                0.75088,                0.69272,                0.53146,                0.63435,                 1.3317,                0.47673,                0.88167,             0.00044563,             0.00044563,             0.00044563
                    132,                 0.6444,                 1.0179,                0.49917,                 1.0313,                0.95542,                0.89832,                 0.9193,                0.79123,                0.81479,                0.76609,                0.70412,                0.53821,                0.58901,                 1.2875,                0.47818,                0.87045,             0.00043944,             0.00043944,             0.00043944
                    133,                0.63362,                 1.0152,                 0.5035,                 1.0247,                0.96084,                0.90225,                0.92417,                0.78883,                0.81851,                 0.7535,                0.69546,                0.54267,                0.59632,                 1.2479,                0.48487,                0.86512,             0.00043325,             0.00043325,             0.00043325
                    134,                0.63261,                0.99914,                0.49616,                 1.0239,                0.95287,                0.90141,                0.92516,                0.78278,                 0.8222,                0.75825,                0.70193,                0.53836,                0.62014,                 1.2123,                0.47907,                0.87029,             0.00042706,             0.00042706,             0.00042706
                    135,                0.64314,                 1.0151,                0.50332,                 1.0264,                0.96518,                0.88632,                0.92334,                0.79704,                0.84374,                0.76273,                0.71605,                0.54463,                0.55813,                 1.2007,                0.46875,                0.86687,             0.00042087,             0.00042087,             0.00042087
                    136,                  0.638,                0.99901,                0.49544,                 1.0225,                0.96173,                0.90285,                0.92576,                0.79867,                0.84114,                0.77896,                0.72226,                0.56748,                0.57251,                 1.1904,                0.46459,                0.86742,             0.00041469,             0.00041469,             0.00041469
                    137,                0.64209,                 1.0098,                0.49773,                 1.0305,                 0.9551,                0.90874,                 0.9242,                0.80279,                0.82034,                0.77292,                0.70267,                0.54823,                0.57489,                 1.2091,                0.45592,                0.86674,              0.0004085,              0.0004085,              0.0004085
                    138,                0.62099,                0.99778,                0.48342,                 1.0123,                0.94339,                0.90105,                0.92263,                0.81074,                0.83051,                0.75283,                0.71752,                0.55884,                0.54037,                 1.1464,                0.45063,                0.85485,             0.00040231,             0.00040231,             0.00040231
                    139,                0.63044,                0.98206,                0.49148,                 1.0261,                0.95778,                0.90164,                0.92467,                0.79298,                0.82198,                0.75131,                0.70299,                0.54096,                0.59602,                 1.2301,                0.47767,                0.86439,             0.00039613,             0.00039613,             0.00039613
                    140,                0.61961,                0.99899,                 0.4824,                 1.0031,                0.96242,                 0.8965,                0.92463,                0.80384,                0.81305,                0.74819,                0.70244,                0.54561,                0.58033,                 1.2229,                0.46851,                0.85765,             0.00038994,             0.00038994,             0.00038994
                    141,                0.63819,                0.99075,                0.49288,                 1.0345,                0.95611,                0.90338,                 0.9237,                0.79437,                0.81851,                0.74511,                0.70018,                0.53703,                0.59998,                 1.2851,                0.46882,                0.86199,             0.00038375,             0.00038375,             0.00038375
                    142,                0.62489,                0.98041,                0.47936,                 1.0194,                0.95509,                0.90281,                0.92505,                0.80307,                0.81796,                0.75505,                0.70606,                0.54872,                0.56536,                 1.2336,                0.45822,                0.85908,             0.00037756,             0.00037756,             0.00037756
                    143,                0.63345,                 1.0158,                0.48988,                 1.0193,                0.95469,                0.90061,                0.92213,                0.78974,                0.80808,                0.74806,                0.69401,                0.53382,                0.59669,                 1.2209,                0.46061,                 0.8653,             0.00037138,             0.00037138,             0.00037138
                    144,                0.62549,                0.98785,                0.48742,                 1.0198,                0.95686,                0.88989,                0.92066,                0.79211,                0.81606,                0.73774,                0.69469,                0.53836,                0.58954,                 1.2492,                0.45811,                0.86673,             0.00036519,             0.00036519,             0.00036519
                    145,                0.62616,                 1.0097,                0.48812,                 1.0143,                0.96236,                0.90569,                 0.9236,                0.78567,                0.81753,                0.76406,                0.69827,                0.52564,                0.61752,                 1.2357,                0.46707,                 0.8723,               0.000359,               0.000359,               0.000359
                    146,                0.62083,                 0.9612,                0.48018,                 1.0144,                0.93946,                0.90472,                0.92283,                0.79699,                 0.8245,                0.76027,                0.71527,                0.55009,                0.59248,                 1.2089,                0.46508,                0.86052,             0.00035281,             0.00035281,             0.00035281
                    147,                0.62567,                 0.9634,                 0.4919,                 1.0254,                0.95951,                0.89716,                0.92183,                0.81075,                0.84243,                0.77783,                0.72789,                0.55408,                0.52646,                 1.1988,                0.44964,                0.84408,             0.00034663,             0.00034663,             0.00034663
                    148,                0.62735,                0.99021,                0.48717,                 1.0218,                 0.9414,                0.90807,                 0.9237,                0.81245,                0.82452,                0.76278,                0.71728,                0.55532,                 0.5481,                 1.1617,                0.45068,                0.85174,             0.00034044,             0.00034044,             0.00034044
                    149,                0.61854,                 0.9787,                 0.4832,                 1.0135,                0.94315,                0.90909,                0.92339,                0.81322,                0.81956,                0.76899,                0.71438,                0.55912,                0.55088,                 1.2352,                0.44243,                0.85512,             0.00033425,             0.00033425,             0.00033425
                    150,                0.61117,                0.96791,                 0.4771,                 1.0116,                0.95097,                0.90047,                0.92201,                0.80077,                0.82046,                 0.7654,                0.70771,                0.53743,                0.58567,                 1.2815,                0.45362,                 0.8533,             0.00032806,             0.00032806,             0.00032806
                    151,                0.62056,                 1.0012,                0.48516,                 1.0223,                0.95987,                 0.8978,                0.92407,                0.79524,                0.81292,                0.74879,                0.69814,                0.54229,                0.59185,                 1.2475,                0.45613,                0.85734,             0.00032188,             0.00032188,             0.00032188
                    152,                0.61719,                0.98202,                0.47467,                 1.0087,                0.95513,                0.90555,                0.92346,                0.80255,                0.82661,                0.77029,                0.71149,                0.55036,                0.55552,                 1.1769,                0.45238,                0.85304,             0.00031569,             0.00031569,             0.00031569
                    153,                0.61865,                0.97819,                0.48267,                 1.0206,                0.94655,                0.89653,                 0.9243,                0.80467,                0.80895,                0.75181,                0.70955,                0.56088,                0.54504,                  1.198,                0.44584,                0.84218,              0.0003095,              0.0003095,              0.0003095
                    154,                0.62263,                0.99816,                0.48155,                 1.0134,                0.94995,                0.90446,                0.92611,                0.81106,                0.81193,                0.77084,                0.72435,                0.56563,                0.52925,                 1.0936,                0.43266,                0.83867,             0.00030331,             0.00030331,             0.00030331
                    155,                0.61637,                0.98118,                0.47813,                 1.0149,                0.96118,                0.88722,                0.92423,                0.80331,                0.81883,                0.74806,                0.71362,                0.55293,                0.54341,                  1.138,                0.44001,                 0.8394,             0.00029713,             0.00029713,             0.00029713
                    156,                0.60928,                 0.9718,                0.47378,                 1.0063,                0.95049,                0.90238,                 0.9267,                0.81761,                0.82521,                0.75888,                0.72029,                0.55839,                0.51315,                 1.1875,                0.43207,                0.84111,             0.00029094,             0.00029094,             0.00029094
                    157,                0.60782,                0.97213,                0.46836,                  1.008,                0.95852,                0.90036,                0.92288,                 0.8093,                 0.8272,                 0.7567,                0.71697,                0.55771,                0.53709,                 1.1084,                0.44545,                0.84185,             0.00028475,             0.00028475,             0.00028475
                    158,                0.59902,                 0.9546,                0.46388,                 1.0043,                0.96445,                0.90179,                0.92775,                0.80962,                0.83588,                0.76974,                0.71977,                0.55795,                0.53683,                 1.1183,                0.42744,                0.83848,             0.00027856,             0.00027856,             0.00027856
                    159,                0.60538,                0.95868,                0.47427,                 1.0126,                0.95574,                0.91012,                0.92718,                0.80724,                0.82959,                0.74599,                0.70891,                0.56256,                0.54796,                 1.1269,                0.42974,                0.83921,             0.00027237,             0.00027237,             0.00027237
                    160,                 0.6053,                 0.9407,                0.46994,                 1.0139,                0.96112,                0.90634,                0.92332,                0.80894,                0.82348,                 0.7744,                0.71855,                0.55898,                0.53809,                 1.1824,                0.43424,                0.83696,             0.00026619,             0.00026619,             0.00026619
                    161,                 0.6046,                0.97381,                0.46917,                 1.0056,                0.95073,                0.90579,                0.92621,                0.80952,                0.80955,                0.76229,                0.70988,                 0.5476,                0.55039,                 1.1516,                0.43451,                0.84994,                0.00026,                0.00026,                0.00026
                    162,                0.59362,                0.93989,                0.46004,                0.99531,                0.96131,                0.90439,                0.92598,                0.79816,                0.81982,                0.76854,                0.70464,                0.54269,                0.59065,                 1.2372,                0.43781,                0.85565,             0.00025381,             0.00025381,             0.00025381
                    163,                0.60889,                0.95795,                0.46611,                 1.0085,                0.96754,                0.90072,                 0.9293,                0.81193,                0.83491,                0.74015,                0.70594,                0.54791,                0.55229,                 1.2114,                0.43442,                0.84019,             0.00024762,             0.00024762,             0.00024762
                    164,                0.60858,                0.95203,                 0.4679,                 1.0087,                0.96347,                0.90817,                0.92873,                0.81301,                0.83499,                0.78071,                0.72415,                0.55483,                0.55036,                 1.1479,                0.42568,                0.83929,             0.00024144,             0.00024144,             0.00024144
                    165,                0.59355,                0.93542,                0.46771,                 1.0025,                 0.9569,                0.90807,                0.92505,                0.80896,                0.81686,                 0.7662,                0.71105,                0.54731,                0.55645,                 1.2024,                0.43795,                0.84801,             0.00023525,             0.00023525,             0.00023525
                    166,                0.60067,                0.91598,                0.46423,                 1.0043,                0.96912,                0.90049,                0.92686,                 0.7994,                0.82446,                0.75948,                0.70382,                0.53716,                0.58426,                 1.2192,                0.44334,                0.84952,             0.00022906,             0.00022906,             0.00022906
                    167,                0.59731,                  0.935,                0.46756,                 1.0098,                0.95746,                0.90187,                 0.9257,                 0.8217,                0.83978,                0.76748,                 0.7233,                0.56338,                0.52441,                 1.1911,                0.42577,                0.83083,             0.00022288,             0.00022288,             0.00022288
                    168,                0.59821,                0.94918,                0.46308,                 1.0037,                0.95317,                0.90207,                0.92616,                0.81511,                0.83163,                0.74873,                0.70697,                0.55313,                0.52862,                 1.2122,                0.42889,                0.83448,             0.00021669,             0.00021669,             0.00021669
                    169,                0.58627,                0.91366,                0.45311,                0.99845,                0.95845,                0.90535,                0.92797,                0.82011,                0.83706,                0.78141,                0.72278,                0.56708,                0.53681,                 1.1162,                0.42051,                 0.8432,              0.0002105,              0.0002105,              0.0002105
                    170,                0.58714,                0.93857,                0.45892,                0.99807,                 0.9671,                0.90786,                0.92937,                0.82935,                0.83295,                0.76994,                0.72951,                0.57002,                0.49544,                 1.0782,                0.41429,                 0.8284,             0.00020431,             0.00020431,             0.00020431
                    171,                 0.5986,                0.93501,                 0.4639,                 1.0078,                0.94199,                0.91028,                0.92767,                0.80992,                0.81819,                0.77981,                0.72822,                0.55871,                0.54082,                 1.1794,                 0.4307,                0.83524,             0.00019813,             0.00019813,             0.00019813
                    172,                0.58881,                0.94199,                0.46205,                0.99826,                0.94086,                0.90937,                  0.925,                0.81858,                0.83723,                0.77422,                0.72754,                0.55641,                0.50901,                 1.1523,                0.42406,                 0.8295,             0.00019194,             0.00019194,             0.00019194
                    173,                 0.5937,                0.92686,                0.46408,                 1.0052,                0.94807,                0.91028,                0.92666,                0.81534,                0.82086,                0.78656,                0.72326,                0.55389,                0.53346,                   1.13,                0.43191,                0.83295,             0.00018575,             0.00018575,             0.00018575
                    174,                0.59984,                 0.9499,                0.46422,                  1.007,                0.96302,                0.89888,                0.92648,                0.81649,                0.83616,                0.77347,                0.72171,                0.56004,                0.53521,                 1.0707,                 0.4348,                0.83284,             0.00017956,             0.00017956,             0.00017956
                    175,                0.59087,                0.90572,                0.45413,                0.99715,                0.96458,                0.90004,                0.92724,                0.81206,                0.83472,                 0.7637,                0.71018,                0.54945,                0.56033,                 1.1726,                0.43717,                0.83796,             0.00017338,             0.00017338,             0.00017338
                    176,                 0.5849,                0.93127,                0.45343,                0.99651,                0.95243,                0.90367,                0.92684,                 0.8167,                0.84079,                0.77068,                0.72338,                 0.5628,                0.52885,                 1.1475,                0.42191,                 0.8302,             0.00016719,             0.00016719,             0.00016719
                    177,                0.58715,                0.92234,                0.45147,                0.99251,                0.95295,                0.90653,                 0.9276,                 0.8224,                0.84549,                 0.7702,                0.72764,                0.56383,                0.50702,                 1.1118,                0.41834,                 0.8243,               0.000161,               0.000161,               0.000161
                    178,                0.58874,                0.90986,                0.46199,                 1.0062,                0.95518,                0.90497,                0.92704,                0.81241,                0.84205,                 0.7641,                0.72069,                0.55533,                0.53781,                 1.1207,                0.42223,                0.83349,             0.00015481,             0.00015481,             0.00015481
                    179,                0.58516,                0.93434,                0.45102,                 0.9951,                0.96974,                0.89468,                0.92714,                0.82818,                0.84937,                0.77793,                0.72937,                0.56689,                0.49204,                 1.1126,                0.40631,                0.82589,             0.00014862,             0.00014862,             0.00014862
                    180,                0.59577,                0.94156,                0.46028,                 1.0091,                0.95471,                0.91065,                0.92769,                0.82523,                0.84626,                0.77773,                0.72709,                0.56745,                0.49448,                 1.0637,                0.40864,                0.82341,             0.00014244,             0.00014244,             0.00014244
                    181,                0.59488,                0.91891,                0.45932,                 1.0086,                0.95644,                0.90661,                0.92633,                0.80257,                0.82436,                0.75889,                0.70299,                 0.5432,                0.56925,                 1.2136,                0.42823,                0.83836,             0.00013625,             0.00013625,             0.00013625
                    182,                0.57677,                0.92103,                0.45136,                  0.994,                0.95595,                0.90215,                0.92637,                0.81128,                0.83752,                0.75827,                0.71324,                0.54837,                0.54244,                  1.174,                0.42377,                0.82944,             0.00013006,             0.00013006,             0.00013006
                    183,                 0.5845,                0.92293,                0.45316,                0.99685,                0.93687,                0.91296,                0.92688,                0.81936,                0.84958,                0.76395,                  0.723,                0.55561,                0.51426,                 1.1358,                0.41615,                0.82064,             0.00012387,             0.00012387,             0.00012387
                    184,                0.57189,                0.91396,                0.44869,                0.98756,                0.95659,                0.90102,                0.92735,                 0.8192,                0.83037,                0.77292,                0.71649,                0.55093,                0.52861,                 1.1503,                0.41927,                0.82587,             0.00011769,             0.00011769,             0.00011769
                    185,                0.57522,                0.91979,                0.45249,                0.99558,                0.96087,                0.90075,                0.92925,                0.82176,                0.83951,                0.77965,                0.72803,                0.55451,                0.51327,                  1.137,                0.41421,                0.82357,              0.0001115,              0.0001115,              0.0001115
                    186,                0.58717,                0.91926,                0.45604,                0.99302,                0.95379,                0.90963,                0.92584,                0.81729,                0.83503,                0.77203,                0.71622,                0.55006,                0.52098,                 1.1475,                0.41543,                0.82346,             0.00010531,             0.00010531,             0.00010531
                    187,                0.58222,                0.89347,                0.45319,                 1.0017,                0.95992,                0.90588,                0.92863,                0.81427,                0.83197,                0.77593,                 0.7165,                0.54708,                0.53085,                 1.1738,                0.41613,                0.82558,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    188,                0.58176,                0.92071,                0.45102,                0.99287,                0.95433,                0.90894,                0.92761,                0.82072,                0.83122,                0.78335,                0.72084,                0.55636,                0.51439,                 1.1484,                0.41094,                0.82537,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    189,                0.57083,                 0.8882,                0.44016,                0.98639,                0.96267,                0.90206,                  0.927,                0.82541,                0.84338,                 0.7777,                0.72733,                0.56243,                0.50409,                 1.1574,                0.40778,                0.82125,              8.675e-05,              8.675e-05,              8.675e-05
                    190,                0.57107,                0.90123,                 0.4442,                 0.9928,                 0.9582,                0.90704,                 0.9302,                0.82679,                0.85071,                0.77012,                0.73332,                0.56463,                0.50518,                 1.1365,                0.40929,                0.82299,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    191,                0.54948,                 1.0503,                0.49383,                0.96706,                0.96735,                 0.9066,                0.92902,                0.81813,                0.83394,                0.76907,                0.70905,                0.54422,                0.52304,                 1.2095,                 0.4472,                0.82257,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    192,                0.52508,                 1.0146,                 0.4515,                0.95604,                0.97156,                0.90292,                0.93025,                0.82382,                0.84116,                0.77666,                0.71784,                0.55064,                 0.5117,                 1.1755,                0.42546,                0.81629,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    193,                0.53626,                0.99626,                0.44645,                0.97281,                0.97122,                0.90352,                0.93273,                0.82185,                0.83861,                 0.7696,                 0.7179,                0.55495,                0.51823,                 1.1581,                0.41502,                0.81637,                6.2e-05,                6.2e-05,                6.2e-05
                    194,                0.53512,                 1.0203,                0.45058,                0.95333,                0.96709,                 0.9064,                0.93229,                0.83081,                0.83689,                0.78283,                0.72393,                0.56034,                0.49807,                 1.0995,                0.41258,                0.81216,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    195,                0.52471,                0.99185,                0.44189,                0.95599,                0.96339,                0.90938,                0.93132,                 0.8242,                0.84583,                0.76352,                0.71612,                 0.5537,                0.52271,                 1.1616,                0.41304,                0.81591,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    196,                0.52616,                  1.002,                0.43787,                0.95735,                 0.9636,                0.90664,                0.93265,                0.82105,                0.83889,                0.76517,                0.71491,                0.55184,                0.52181,                 1.2115,                 0.4088,                 0.8158,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    197,                0.52365,                0.97888,                0.43597,                0.95478,                0.96441,                0.91121,                0.93294,                0.82709,                0.85161,                0.77002,                0.72548,                0.55536,                0.51183,                 1.1872,                0.40376,                0.81256,              3.725e-05,              3.725e-05,              3.725e-05
                    198,                0.52877,                 1.0135,                0.43289,                0.95086,                0.96961,                0.90758,                0.93326,                0.82681,                 0.8421,                0.76555,                0.71559,                0.55201,                0.51047,                 1.2195,                0.40293,                0.81001,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    199,                0.52732,                0.97878,                 0.4395,                0.96586,                0.96465,                0.90776,                0.93334,                0.83057,                0.85215,                0.76493,                0.72221,                 0.5569,                0.49863,                 1.1881,                0.39889,                0.80814,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    200,                0.51231,                0.97607,                0.42837,                0.94029,                0.96194,                0.90901,                0.93349,                0.82851,                0.85345,                0.76501,                0.72177,                0.55737,                0.50273,                 1.1732,                0.40144,                0.80978,             1.8688e-05,             1.8688e-05,             1.8688e-05
